StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Email,Phone,ReportingPeriod
SID_2024012,100,92.31,Paid,5,73.45,0,Graduate,brianmiles@example.net,495-720-6303,4
SID_2024013,86,94.42,Paid,13,71.92,1,Graduate,hopkinsgabriella@example.org,982.276.6794x48978,1
SID_2024013,87,97.14,Paid,13,71.92,1,Graduate,hopkinsgabriella@example.org,982.276.6794x48978,2
SID_2024013,88,100.0,Paid,13,71.92,1,Graduate,hopkinsgabriella@example.org,982.276.6794x48978,3
SID_2024013,89,100.0,Paid,13,71.92,1,Graduate,hopkinsgabriella@example.org,982.276.6794x48978,4
SID_2024014,89,73.5,Due,9,59.45,0,Enrolled,rodriguezkelly@example.net,(575)558-9297x4186,1
SID_2024014,91,77.02,Due,9,59.45,0,Enrolled,rodriguezkelly@example.net,(575)558-9297x4186,2
SID_2024014,92,69.4,Due,9,59.45,0,Enrolled,rodriguezkelly@example.net,(575)558-9297x4186,3
SID_2024014,93,75.56,Due,9,59.45,0,Enrolled,rodriguezkelly@example.net,(575)558-9297x4186,4
SID_2024015,88,83.74,Paid,13,94.74,0,Graduate,martinezeric@example.org,6556607462,1
SID_2024015,89,84.36,Paid,13,94.74,0,Graduate,martinezeric@example.org,6556607462,2
SID_2024015,90,89.79,Paid,13,94.74,0,Graduate,martinezeric@example.org,6556607462,3
SID_2024015,91,87.72,Paid,13,94.74,0,Graduate,martinezeric@example.org,6556607462,4
SID_2024016,41,44.69,Due,0,55.0,0,Dropout,annettenewton@example.org,369-870-6948,1
SID_2024016,42,44.37,Due,0,55.0,0,Dropout,annettenewton@example.org,369-870-6948,2
SID_2024016,46,49.91,Due,0,55.0,0,Dropout,annettenewton@example.org,369-870-6948,3
SID_2024016,50,55.68,Due,0,55.0,0,Dropout,annettenewton@example.org,369-870-6948,4
SID_2024017,97,89.83,Paid,14,86.48,0,Graduate,edavis@example.com,562-755-8119x96810,1
SID_2024017,100,92.0,Paid,14,86.48,0,Graduate,edavis@example.com,562-755-8119x96810,2
SID_2024017,99,99.35,Paid,14,86.48,0,Graduate,edavis@example.com,562-755-8119x96810,3
SID_2024017,100,97.51,Paid,14,86.48,0,Graduate,edavis@example.com,562-755-8119x96810,4
SID_2024018,74,72.32,Paid,6,57.91,0,Enrolled,hawkinsjessica@example.org,307.299.0475x08281,1
SID_2024018,75,69.44,Paid,6,57.91,0,Enrolled,hawkinsjessica@example.org,307.299.0475x08281,2
SID_2024018,79,70.87,Paid,6,57.91,0,Enrolled,hawkinsjessica@example.org,307.299.0475x08281,3
SID_2024018,74,65.14,Paid,6,57.91,0,Enrolled,hawkinsjessica@example.org,307.299.0475x08281,4
SID_2024019,52,51.26,Overdue,2,55.67,0,Dropout,srichards@example.org,(662)546-4825x73789,1
SID_2024019,56,55.4,Overdue,2,55.67,0,Dropout,srichards@example.org,(662)546-4825x73789,2
SID_2024019,60,56.83,Overdue,2,55.67,0,Dropout,srichards@example.org,(662)546-4825x73789,3
SID_2024019,64,62.26,Overdue,2,55.67,0,Dropout,srichards@example.org,(662)546-4825x73789,4
SID_2024020,100,98.1,Paid,10,87.66,0,Graduate,rhodesrandy@example.net,(976)455-6901x4212,1
SID_2024020,100,100.0,Paid,10,87.66,0,Graduate,rhodesrandy@example.net,(976)455-6901x4212,2
SID_2024020,100,100.0,Paid,10,87.66,0,Graduate,rhodesrandy@example.net,(976)455-6901x4212,3
SID_2024020,100,100.0,Paid,10,87.66,0,Graduate,rhodesrandy@example.net,(976)455-6901x4212,4
SID_2024021,47,42.07,Due,0,40.0,1,Dropout,elizabethnguyen@example.net,201-645-7711,1
SID_2024021,52,45.19,Due,0,40.0,1,Dropout,elizabethnguyen@example.net,201-645-7711,2
SID_2024021,57,48.1,Due,0,40.0,1,Dropout,elizabethnguyen@example.net,201-645-7711,3
SID_2024021,62,53.23,Due,0,40.0,1,Dropout,elizabethnguyen@example.net,201-645-7711,4
SID_2024022,82,82.23,Due,5,71.41,1,Enrolled,powelldavid@example.org,+1-748-804-8525x532,1
SID_2024022,82,87.95,Due,5,71.41,1,Enrolled,powelldavid@example.org,+1-748-804-8525x532,2
SID_2024022,83,83.41,Due,5,71.41,1,Enrolled,powelldavid@example.org,+1-748-804-8525x532,3
SID_2024022,83,81.38,Due,5,71.41,1,Enrolled,powelldavid@example.org,+1-748-804-8525x532,4
SID_2024023,68,77.94,Due,9,58.59,0,Enrolled,monica67@example.net,(618)337-2268,1
SID_2024023,69,76.95,Due,9,58.59,0,Enrolled,monica67@example.net,(618)337-2268,2
SID_2024023,70,76.75,Due,9,58.59,0,Enrolled,monica67@example.net,(618)337-2268,3
SID_2024023,70,78.15,Due,9,58.59,0,Enrolled,monica67@example.net,(618)337-2268,4
SID_2024024,93,63.09,Paid,4,55.06,0,Enrolled,greenrichard@example.com,(707)797-5124,1
SID_2024024,97,60.29,Paid,4,55.06,0,Enrolled,greenrichard@example.com,(707)797-5124,2
SID_2024024,94,64.89,Paid,4,55.06,0,Enrolled,greenrichard@example.com,(707)797-5124,3
SID_2024024,96,58.93,Paid,4,55.06,0,Enrolled,greenrichard@example.com,(707)797-5124,4
SID_2024025,78,76.19,Paid,3,60.97,0,Enrolled,kyle76@example.com,(503)397-1064x2048,1
SID_2024025,79,79.95,Paid,3,60.97,0,Enrolled,kyle76@example.com,(503)397-1064x2048,2
SID_2024025,74,82.42,Paid,3,60.97,0,Enrolled,kyle76@example.com,(503)397-1064x2048,3
SID_2024025,73,76.06,Paid,3,60.97,0,Enrolled,kyle76@example.com,(503)397-1064x2048,4
SID_2024026,81,63.68,Paid,4,76.32,0,Enrolled,gmcclure@example.com,903.940.2752,1
SID_2024026,81,63.29,Paid,4,76.32,0,Enrolled,gmcclure@example.com,903.940.2752,2
SID_2024026,81,66.61,Paid,4,76.32,0,Enrolled,gmcclure@example.com,903.940.2752,3
SID_2024026,84,62.59,Paid,4,76.32,0,Enrolled,gmcclure@example.com,903.940.2752,4
SID_2024027,56,30.0,Overdue,1,58.69,0,Dropout,pricechristopher@example.com,459.465.7260x24816,1
SID_2024027,53,37.11,Overdue,1,58.69,0,Dropout,pricechristopher@example.com,459.465.7260x24816,2
SID_2024027,60,36.11,Overdue,1,58.69,0,Dropout,pricechristopher@example.com,459.465.7260x24816,3
SID_2024027,65,41.19,Overdue,1,58.69,0,Dropout,pricechristopher@example.com,459.465.7260x24816,4
SID_2024028,96,92.06,Paid,6,78.1,0,Graduate,davisgregory@example.com,(649)475-2676x033,1
SID_2024028,97,94.17,Paid,6,78.1,0,Graduate,davisgregory@example.com,(649)475-2676x033,2
SID_2024028,100,94.17,Paid,6,78.1,0,Graduate,davisgregory@example.com,(649)475-2676x033,3
SID_2024028,100,100.0,Paid,6,78.1,0,Graduate,davisgregory@example.com,(649)475-2676x033,4
SID_2024029,100,92.03,Paid,9,85.06,1,Graduate,lisa97@example.com,748.620.6568x7828,1
SID_2024029,100,95.12,Paid,9,85.06,1,Graduate,lisa97@example.com,748.620.6568x7828,2
SID_2024029,100,99.83,Paid,9,85.06,1,Graduate,lisa97@example.com,748.620.6568x7828,3
SID_2024029,100,100.0,Paid,9,85.06,1,Graduate,lisa97@example.com,748.620.6568x7828,4
SID_2024030,86,73.41,Paid,6,68.74,1,Enrolled,tina26@example.net,001-607-465-2042x681,1
SID_2024030,87,72.42,Paid,6,68.74,1,Enrolled,tina26@example.net,001-607-465-2042x681,2
SID_2024030,85,68.89,Paid,6,68.74,1,Enrolled,tina26@example.net,001-607-465-2042x681,3
SID_2024030,84,76.0,Paid,6,68.74,1,Enrolled,tina26@example.net,001-607-465-2042x681,4
SID_2024031,90,62.17,Paid,8,73.99,0,Enrolled,ellisonkenneth@example.org,001-282-576-1499x52557,1
SID_2024031,95,67.98,Paid,8,73.99,0,Enrolled,ellisonkenneth@example.org,001-282-576-1499x52557,2
SID_2024031,91,65.69,Paid,8,73.99,0,Enrolled,ellisonkenneth@example.org,001-282-576-1499x52557,3
SID_2024031,96,66.61,Paid,8,73.99,0,Enrolled,ellisonkenneth@example.org,001-282-576-1499x52557,4
SID_2024032,87,91.57,Paid,8,78.18,0,Graduate,lreeves@example.org,817-802-0079x572,1
SID_2024032,87,93.8,Paid,8,78.18,0,Graduate,lreeves@example.org,817-802-0079x572,2
SID_2024032,88,94.75,Paid,8,78.18,0,Graduate,lreeves@example.org,817-802-0079x572,3
SID_2024032,89,99.27,Paid,8,78.18,0,Graduate,lreeves@example.org,817-802-0079x572,4
SID_2024033,97,97.84,Paid,10,77.98,1,Graduate,afrost@example.org,(570)583-6606x35039,1
SID_2024033,98,100.0,Paid,10,77.98,1,Graduate,afrost@example.org,(570)583-6606x35039,2
SID_2024033,99,100.0,Paid,10,77.98,1,Graduate,afrost@example.org,(570)583-6606x35039,3
SID_2024033,100,100.0,Paid,10,77.98,1,Graduate,afrost@example.org,(570)583-6606x35039,4
SID_2024034,73,84.18,Paid,6,79.22,1,Enrolled,franksteven@example.org,001-791-225-1000x489,1
SID_2024034,73,89.59,Paid,6,79.22,1,Enrolled,franksteven@example.org,001-791-225-1000x489,2
SID_2024034,69,89.41,Paid,6,79.22,1,Enrolled,franksteven@example.org,001-791-225-1000x489,3
SID_2024034,70,85.5,Paid,6,79.22,1,Enrolled,franksteven@example.org,001-791-225-1000x489,4
SID_2024035,85,80.98,Due,9,65.12,0,Enrolled,lisawilliams@example.org,+1-431-475-2316x50085,1
SID_2024035,82,80.93,Due,9,65.12,0,Enrolled,lisawilliams@example.org,+1-431-475-2316x50085,2
SID_2024035,86,82.27,Due,9,65.12,0,Enrolled,lisawilliams@example.org,+1-431-475-2316x50085,3
SID_2024035,86,87.86,Due,9,65.12,0,Enrolled,lisawilliams@example.org,+1-431-475-2316x50085,4
SID_2024036,82,67.05,Paid,3,60.74,0,Enrolled,erodriguez@example.net,905.643.2709,1
SID_2024036,78,65.6,Paid,3,60.74,0,Enrolled,erodriguez@example.net,905.643.2709,2
SID_2024036,78,65.04,Paid,3,60.74,0,Enrolled,erodriguez@example.net,905.643.2709,3
SID_2024036,78,59.79,Paid,3,60.74,0,Enrolled,erodriguez@example.net,905.643.2709,4
SID_2024037,84,82.12,Paid,5,74.45,1,Enrolled,judithmonroe@example.com,(616)681-1689,1
SID_2024037,82,77.63,Paid,5,74.45,1,Enrolled,judithmonroe@example.com,(616)681-1689,2
SID_2024037,85,82.28,Paid,5,74.45,1,Enrolled,judithmonroe@example.com,(616)681-1689,3
SID_2024037,86,82.54,Paid,5,74.45,1,Enrolled,judithmonroe@example.com,(616)681-1689,4
SID_2024038,91,67.24,Paid,7,68.84,0,Enrolled,garciajonathan@example.org,001-855-271-5741,1
SID_2024038,90,65.5,Paid,7,68.84,0,Enrolled,garciajonathan@example.org,001-855-271-5741,2
SID_2024038,87,66.78,Paid,7,68.84,0,Enrolled,garciajonathan@example.org,001-855-271-5741,3
SID_2024038,88,66.95,Paid,7,68.84,0,Enrolled,garciajonathan@example.org,001-855-271-5741,4
SID_2024039,84,72.61,Paid,8,68.45,0,Enrolled,michael75@example.com,001-251-869-6217x9252,1
SID_2024039,87,71.04,Paid,8,68.45,0,Enrolled,michael75@example.com,001-251-869-6217x9252,2
SID_2024039,85,67.69,Paid,8,68.45,0,Enrolled,michael75@example.com,001-251-869-6217x9252,3
SID_2024039,88,71.58,Paid,8,68.45,0,Enrolled,michael75@example.com,001-251-869-6217x9252,4
SID_2024040,90,68.75,Paid,8,56.02,0,Enrolled,matthewjimenez@example.com,+1-644-305-5316x855,1
SID_2024040,89,67.04,Paid,8,56.02,0,Enrolled,matthewjimenez@example.com,+1-644-305-5316x855,2
SID_2024040,85,65.44,Paid,8,56.02,0,Enrolled,matthewjimenez@example.com,+1-644-305-5316x855,3
SID_2024040,87,68.32,Paid,8,56.02,0,Enrolled,matthewjimenez@example.com,+1-644-305-5316x855,4
SID_2024041,89,81.49,Paid,8,74.49,0,Enrolled,graygary@example.org,5167389733,1
SID_2024041,89,85.04,Paid,8,74.49,0,Enrolled,graygary@example.org,5167389733,2
SID_2024041,88,85.1,Paid,8,74.49,0,Enrolled,graygary@example.org,5167389733,3
SID_2024041,88,82.33,Paid,8,74.49,0,Enrolled,graygary@example.org,5167389733,4
SID_2024042,71,78.43,Paid,3,64.89,0,Enrolled,janet51@example.org,001-454-739-5997x8990,1
SID_2024042,72,82.32,Paid,3,64.89,0,Enrolled,janet51@example.org,001-454-739-5997x8990,2
SID_2024042,69,78.1,Paid,3,64.89,0,Enrolled,janet51@example.org,001-454-739-5997x8990,3
SID_2024042,75,80.21,Paid,3,64.89,0,Enrolled,janet51@example.org,001-454-739-5997x8990,4
SID_2024043,99,85.56,Paid,5,77.08,1,Graduate,marqueznancy@example.com,001-730-265-9874x398,1
SID_2024043,100,85.74,Paid,5,77.08,1,Graduate,marqueznancy@example.com,001-730-265-9874x398,2
SID_2024043,100,87.76,Paid,5,77.08,1,Graduate,marqueznancy@example.com,001-730-265-9874x398,3
SID_2024043,100,96.94,Paid,5,77.08,1,Graduate,marqueznancy@example.com,001-730-265-9874x398,4
SID_2024044,92,78.83,Paid,4,67.2,0,Enrolled,chapmanrachel@example.net,890.361.4856x08871,1
SID_2024044,91,76.48,Paid,4,67.2,0,Enrolled,chapmanrachel@example.net,890.361.4856x08871,2
SID_2024044,88,72.43,Paid,4,67.2,0,Enrolled,chapmanrachel@example.net,890.361.4856x08871,3
SID_2024044,92,78.48,Paid,4,67.2,0,Enrolled,chapmanrachel@example.net,890.361.4856x08871,4
SID_2024045,75,60.9,Paid,3,64.44,1,Enrolled,ryan30@example.net,001-931-293-4812x423,1
SID_2024045,74,67.02,Paid,3,64.44,1,Enrolled,ryan30@example.net,001-931-293-4812x423,2
SID_2024045,72,59.75,Paid,3,64.44,1,Enrolled,ryan30@example.net,001-931-293-4812x423,3
SID_2024045,71,58.43,Paid,3,64.44,1,Enrolled,ryan30@example.net,001-931-293-4812x423,4
SID_2024046,76,63.81,Paid,8,58.68,1,Enrolled,aandrade@example.org,837-292-0098,1
SID_2024046,73,71.46,Paid,8,58.68,1,Enrolled,aandrade@example.org,837-292-0098,2
SID_2024046,75,66.98,Paid,8,58.68,1,Enrolled,aandrade@example.org,837-292-0098,3
SID_2024046,76,69.3,Paid,8,58.68,1,Enrolled,aandrade@example.org,837-292-0098,4
SID_2024047,96,98.77,Paid,7,85.61,0,Graduate,thompsonrichard@example.com,(381)322-6939,1
SID_2024047,96,100.0,Paid,7,85.61,0,Graduate,thompsonrichard@example.com,(381)322-6939,2
SID_2024047,100,100.0,Paid,7,85.61,0,Graduate,thompsonrichard@example.com,(381)322-6939,3
SID_2024047,98,100.0,Paid,7,85.61,0,Graduate,thompsonrichard@example.com,(381)322-6939,4
SID_2024048,84,68.57,Paid,5,63.48,1,Enrolled,jonesnichole@example.org,(941)999-2791x178,1
SID_2024048,89,66.72,Paid,5,63.48,1,Enrolled,jonesnichole@example.org,(941)999-2791x178,2
SID_2024048,84,71.03,Paid,5,63.48,1,Enrolled,jonesnichole@example.org,(941)999-2791x178,3
SID_2024048,87,72.74,Paid,5,63.48,1,Enrolled,jonesnichole@example.org,(941)999-2791x178,4
SID_2024049,82,80.09,Due,9,61.37,0,Enrolled,hannahhill@example.com,665.820.3921x8466,1
SID_2024049,86,81.69,Due,9,61.37,0,Enrolled,hannahhill@example.com,665.820.3921x8466,2
SID_2024049,80,79.35,Due,9,61.37,0,Enrolled,hannahhill@example.com,665.820.3921x8466,3
SID_2024049,81,86.85,Due,9,61.37,0,Enrolled,hannahhill@example.com,665.820.3921x8466,4
SID_2024050,41,42.21,Overdue,2,40.64,0,Dropout,ibrown@example.net,001-226-902-8013x732,1
SID_2024050,51,50.11,Overdue,2,40.64,0,Dropout,ibrown@example.net,001-226-902-8013x732,2
SID_2024050,55,53.7,Overdue,2,40.64,0,Dropout,ibrown@example.net,001-226-902-8013x732,3
SID_2024050,59,55.79,Overdue,2,40.64,0,Dropout,ibrown@example.net,001-226-902-8013x732,4
SID_2024051,74,63.97,Paid,5,64.2,0,Enrolled,eferguson@example.com,288-564-2223,1
SID_2024051,77,62.01,Paid,5,64.2,0,Enrolled,eferguson@example.com,288-564-2223,2
SID_2024051,72,60.85,Paid,5,64.2,0,Enrolled,eferguson@example.com,288-564-2223,3
SID_2024051,71,67.91,Paid,5,64.2,0,Enrolled,eferguson@example.com,288-564-2223,4
SID_2024052,68,70.64,Due,5,57.77,0,Enrolled,herringgabriel@example.net,983-253-5330,1
SID_2024052,71,71.59,Due,5,57.77,0,Enrolled,herringgabriel@example.net,983-253-5330,2
SID_2024052,73,67.39,Due,5,57.77,0,Enrolled,herringgabriel@example.net,983-253-5330,3
SID_2024052,69,74.12,Due,5,57.77,0,Enrolled,herringgabriel@example.net,983-253-5330,4
SID_2024053,40,33.25,Due,1,30.08,0,Dropout,ysimon@example.net,454-672-2521,1
SID_2024053,45,44.38,Due,1,30.08,0,Dropout,ysimon@example.net,454-672-2521,2
SID_2024053,45,45.75,Due,1,30.08,0,Dropout,ysimon@example.net,454-672-2521,3
SID_2024053,51,50.2,Due,1,30.08,0,Dropout,ysimon@example.net,454-672-2521,4
SID_2024054,96,75.8,Paid,5,57.01,1,Enrolled,matthewwelch@example.com,001-609-819-7405x444,1
SID_2024054,90,77.05,Paid,5,57.01,1,Enrolled,matthewwelch@example.com,001-609-819-7405x444,2
SID_2024054,93,71.37,Paid,5,57.01,1,Enrolled,matthewwelch@example.com,001-609-819-7405x444,3
SID_2024054,92,76.48,Paid,5,57.01,1,Enrolled,matthewwelch@example.com,001-609-819-7405x444,4
SID_2024055,85,62.86,Paid,3,56.16,1,Enrolled,christianwilliam@example.com,955-278-5648x5229,1
SID_2024055,85,65.69,Paid,3,56.16,1,Enrolled,christianwilliam@example.com,955-278-5648x5229,2
SID_2024055,88,68.29,Paid,3,56.16,1,Enrolled,christianwilliam@example.com,955-278-5648x5229,3
SID_2024055,91,65.09,Paid,3,56.16,1,Enrolled,christianwilliam@example.com,955-278-5648x5229,4
SID_2024056,98,96.48,Paid,14,77.05,1,Graduate,burnsemily@example.net,001-204-278-0575x769,1
SID_2024056,100,100.0,Paid,14,77.05,1,Graduate,burnsemily@example.net,001-204-278-0575x769,2
SID_2024056,99,100.0,Paid,14,77.05,1,Graduate,burnsemily@example.net,001-204-278-0575x769,3
SID_2024056,100,100.0,Paid,14,77.05,1,Graduate,burnsemily@example.net,001-204-278-0575x769,4
SID_2024057,79,78.51,Due,3,76.98,0,Enrolled,descobar@example.com,783-847-8722x4366,1
SID_2024057,75,77.84,Due,3,76.98,0,Enrolled,descobar@example.com,783-847-8722x4366,2
SID_2024057,80,75.94,Due,3,76.98,0,Enrolled,descobar@example.com,783-847-8722x4366,3
SID_2024057,79,75.83,Due,3,76.98,0,Enrolled,descobar@example.com,783-847-8722x4366,4
SID_2024058,91,58.67,Paid,4,70.29,1,Enrolled,diana22@example.net,734-770-4985,1
SID_2024058,91,64.91,Paid,4,70.29,1,Enrolled,diana22@example.net,734-770-4985,2
SID_2024058,91,58.09,Paid,4,70.29,1,Enrolled,diana22@example.net,734-770-4985,3
SID_2024058,91,61.32,Paid,4,70.29,1,Enrolled,diana22@example.net,734-770-4985,4
SID_2024059,94,79.84,Paid,12,89.8,0,Graduate,krusso@example.org,458.315.1929x98917,1
SID_2024059,94,78.36,Paid,12,89.8,0,Graduate,krusso@example.org,458.315.1929x98917,2
SID_2024059,95,85.0,Paid,12,89.8,0,Graduate,krusso@example.org,458.315.1929x98917,3
SID_2024059,100,83.17,Paid,12,89.8,0,Graduate,krusso@example.org,458.315.1929x98917,4
SID_2024060,92,66.32,Paid,3,64.16,0,Enrolled,sotojames@example.com,(328)930-4619x263,1
SID_2024060,89,63.86,Paid,3,64.16,0,Enrolled,sotojames@example.com,(328)930-4619x263,2
SID_2024060,93,67.4,Paid,3,64.16,0,Enrolled,sotojames@example.com,(328)930-4619x263,3
SID_2024060,90,66.76,Paid,3,64.16,0,Enrolled,sotojames@example.com,(328)930-4619x263,4
SID_2024061,91,66.88,Paid,6,60.39,0,Enrolled,mark92@example.net,892.342.6094x439,1
SID_2024061,91,71.42,Paid,6,60.39,0,Enrolled,mark92@example.net,892.342.6094x439,2
SID_2024061,90,72.34,Paid,6,60.39,0,Enrolled,mark92@example.net,892.342.6094x439,3
SID_2024061,89,72.69,Paid,6,60.39,0,Enrolled,mark92@example.net,892.342.6094x439,4
SID_2024062,60,30.0,Overdue,0,32.19,1,Dropout,qoliver@example.net,+1-999-977-1002,1
SID_2024062,62,32.48,Overdue,0,32.19,1,Dropout,qoliver@example.net,+1-999-977-1002,2
SID_2024062,68,37.37,Overdue,0,32.19,1,Dropout,qoliver@example.net,+1-999-977-1002,3
SID_2024062,72,42.67,Overdue,0,32.19,1,Dropout,qoliver@example.net,+1-999-977-1002,4
SID_2024063,60,40.13,Overdue,1,29.7,0,Dropout,emilyjackson@example.net,+1-601-761-6334x64342,1
SID_2024063,63,51.82,Overdue,1,29.7,0,Dropout,emilyjackson@example.net,+1-601-761-6334x64342,2
SID_2024063,72,54.18,Overdue,1,29.7,0,Dropout,emilyjackson@example.net,+1-601-761-6334x64342,3
SID_2024063,75,56.77,Overdue,1,29.7,0,Dropout,emilyjackson@example.net,+1-601-761-6334x64342,4
SID_2024064,99,96.11,Paid,9,91.6,1,Graduate,vday@example.org,612-973-3688,1
SID_2024064,100,96.4,Paid,9,91.6,1,Graduate,vday@example.org,612-973-3688,2
SID_2024064,100,100.0,Paid,9,91.6,1,Graduate,vday@example.org,612-973-3688,3
SID_2024064,100,100.0,Paid,9,91.6,1,Graduate,vday@example.org,612-973-3688,4
SID_2024065,82,88.87,Paid,5,58.48,1,Enrolled,xavier96@example.com,485-731-3731x07362,1
SID_2024065,86,86.82,Paid,5,58.48,1,Enrolled,xavier96@example.com,485-731-3731x07362,2
SID_2024065,85,81.28,Paid,5,58.48,1,Enrolled,xavier96@example.com,485-731-3731x07362,3
SID_2024065,83,82.72,Paid,5,58.48,1,Enrolled,xavier96@example.com,485-731-3731x07362,4
SID_2024066,89,86.82,Paid,8,81.91,0,Graduate,imoore@example.net,+1-907-739-3187x204,1
SID_2024066,89,91.61,Paid,8,81.91,0,Graduate,imoore@example.net,+1-907-739-3187x204,2
SID_2024066,90,93.34,Paid,8,81.91,0,Graduate,imoore@example.net,+1-907-739-3187x204,3
SID_2024066,95,90.15,Paid,8,81.91,0,Graduate,imoore@example.net,+1-907-739-3187x204,4
SID_2024067,99,83.41,Paid,8,86.07,0,Graduate,charleswilkerson@example.org,(513)893-6058x15667,1
SID_2024067,99,84.68,Paid,8,86.07,0,Graduate,charleswilkerson@example.org,(513)893-6058x15667,2
SID_2024067,100,92.06,Paid,8,86.07,0,Graduate,charleswilkerson@example.org,(513)893-6058x15667,3
