StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Name,Email,Phone,Branch,Year,FinancialStressScore,HealthImpact,CareerConfidenceScore,ReportingPeriod
SID_2024020,89,97.9,Paid,10,87.66,0,Graduate,Champak Bhavsar,champak88@college.edu,7782224111,Computer Science,1,1,No,5,2
SID_2024020,97,96.94,Paid,10,87.66,0,Graduate,Champak Bhavsar,champak88@college.edu,7782224111,Computer Science,1,1,No,5,3
SID_2024020,99,95.98,Paid,10,87.66,0,Graduate,Champak Bhavsar,champak88@college.edu,7782224111,Computer Science,1,1,No,5,4
SID_2024021,62,51.23,Due,0,40.0,1,Dropout,Banjeet Mammen,banjeet94@college.edu,8998758403,Civil,3,3,No,3,1
SID_2024021,58,58.26,Due,0,40.0,1,Dropout,Banjeet Mammen,banjeet94@college.edu,8998758403,Civil,3,3,No,3,2
SID_2024021,58,55.66,Due,0,40.0,1,Dropout,Banjeet Mammen,banjeet94@college.edu,8998758403,Civil,3,3,No,3,3
SID_2024021,62,53.23,Due,0,40.0,1,Dropout,Banjeet Mammen,banjeet94@college.edu,8998758403,Civil,3,3,No,3,4
SID_2024022,65,82.11,Due,5,71.41,1,Enrolled,Ubika Issac,ubika27@college.edu,+914558347844,Mechanical,3,4,No,5,1
SID_2024022,74,84.91,Due,5,71.41,1,Enrolled,Ubika Issac,ubika27@college.edu,+914558347844,Mechanical,3,4,No,5,2
SID_2024022,79,83.8,Due,5,71.41,1,Enrolled,Ubika Issac,ubika27@college.edu,+914558347844,Mechanical,3,4,No,5,3
SID_2024022,80,84.34,Due,5,71.41,1,Enrolled,Ubika Issac,ubika27@college.edu,+914558347844,Mechanical,3,4,No,5,4
SID_2024023,79,80.45,Due,9,58.59,0,Enrolled,Pranav Sabharwal,pranav28@college.edu,3276578691,Electronics,2,4,Yes,5,1
SID_2024023,68,79.5,Due,9,58.59,0,Enrolled,Pranav Sabharwal,pranav28@college.edu,3276578691,Electronics,2,4,Yes,5,2
SID_2024023,73,79.78,Due,9,58.59,0,Enrolled,Pranav Sabharwal,pranav28@college.edu,3276578691,Electronics,2,4,Yes,5,3
SID_2024023,70,78.85,Due,9,58.59,0,Enrolled,Pranav Sabharwal,pranav28@college.edu,3276578691,Electronics,2,4,Yes,5,4
SID_2024024,97,64.22,Paid,4,55.06,0,Enrolled,Bimala Dhaliwal,bimala34@college.edu,07655980615,Civil,3,3,No,3,1
SID_2024024,98,57.64,Paid,4,55.06,0,Enrolled,Bimala Dhaliwal,bimala34@college.edu,07655980615,Civil,3,3,No,3,2
SID_2024024,95,58.64,Paid,4,55.06,0,Enrolled,Bimala Dhaliwal,bimala34@college.edu,07655980615,Civil,3,3,No,3,3
SID_2024024,94,60.68,Paid,4,55.06,0,Enrolled,Bimala Dhaliwal,bimala34@college.edu,07655980615,Civil,3,3,No,3,4
SID_2024025,82,79.58,Paid,3,60.97,0,Enrolled,Gaurang Bandi,gaurang91@college.edu,09417629700,Civil,3,1,No,5,1
SID_2024025,72,77.7,Paid,3,60.97,0,Enrolled,Gaurang Bandi,gaurang91@college.edu,09417629700,Civil,3,1,No,5,2
SID_2024025,78,77.03,Paid,3,60.97,0,Enrolled,Gaurang Bandi,gaurang91@college.edu,09417629700,Civil,3,1,No,5,3
SID_2024025,76,77.95,Paid,3,60.97,0,Enrolled,Gaurang Bandi,gaurang91@college.edu,09417629700,Civil,3,1,No,5,4
SID_2024026,72,58.82,Paid,4,76.32,0,Enrolled,Amruta Sura,amruta62@college.edu,+912516135000,Computer Science,3,3,Yes,5,1
SID_2024026,90,56.72,Paid,4,76.32,0,Enrolled,Amruta Sura,amruta62@college.edu,+912516135000,Computer Science,3,3,Yes,5,2
SID_2024026,88,62.13,Paid,4,76.32,0,Enrolled,Amruta Sura,amruta62@college.edu,+912516135000,Computer Science,3,3,Yes,5,3
SID_2024026,84,62.42,Paid,4,76.32,0,Enrolled,Amruta Sura,amruta62@college.edu,+912516135000,Computer Science,3,3,Yes,5,4
SID_2024027,50,36.86,Overdue,1,58.69,0,Dropout,Thomas Karpe,thomas64@college.edu,+913725462553,Mechanical,3,5,Yes,1,1
SID_2024027,63,42.53,Overdue,1,58.69,0,Dropout,Thomas Karpe,thomas64@college.edu,+913725462553,Mechanical,3,5,Yes,1,2
SID_2024027,68,41.02,Overdue,1,58.69,0,Dropout,Thomas Karpe,thomas64@college.edu,+913725462553,Mechanical,3,5,Yes,1,3
SID_2024027,65,41.19,Overdue,1,58.69,0,Dropout,Thomas Karpe,thomas64@college.edu,+913725462553,Mechanical,3,5,Yes,1,4
SID_2024028,92,91.54,Paid,6,78.1,0,Graduate,Reyansh Raval,reyansh92@college.edu,0122383019,Mechanical,4,2,No,4,1
SID_2024028,99,87.57,Paid,6,78.1,0,Graduate,Reyansh Raval,reyansh92@college.edu,0122383019,Mechanical,4,2,No,4,2
SID_2024028,99,88.75,Paid,6,78.1,0,Graduate,Reyansh Raval,reyansh92@college.edu,0122383019,Mechanical,4,2,No,4,3
SID_2024028,95,89.61,Paid,6,78.1,0,Graduate,Reyansh Raval,reyansh92@college.edu,0122383019,Mechanical,4,2,No,4,4
SID_2024029,90,89.0,Paid,9,85.06,1,Graduate,Ikbal Bandi,ikbal74@college.edu,+911703180129,Computer Science,4,2,No,4,1
SID_2024029,105,86.38,Paid,9,85.06,1,Graduate,Ikbal Bandi,ikbal74@college.edu,+911703180129,Computer Science,4,2,No,4,2
SID_2024029,96,90.2,Paid,9,85.06,1,Graduate,Ikbal Bandi,ikbal74@college.edu,+911703180129,Computer Science,4,2,No,4,3
SID_2024029,99,90.97,Paid,9,85.06,1,Graduate,Ikbal Bandi,ikbal74@college.edu,+911703180129,Computer Science,4,2,No,4,4
SID_2024030,83,77.48,Paid,6,68.74,1,Enrolled,Upkaar Mallick,upkaar21@college.edu,+914167001073,Computer Science,4,3,No,3,1
SID_2024030,90,70.34,Paid,6,68.74,1,Enrolled,Upkaar Mallick,upkaar21@college.edu,+914167001073,Computer Science,4,3,No,3,2
SID_2024030,81,70.3,Paid,6,68.74,1,Enrolled,Upkaar Mallick,upkaar21@college.edu,+914167001073,Computer Science,4,3,No,3,3
SID_2024030,86,71.41,Paid,6,68.74,1,Enrolled,Upkaar Mallick,upkaar21@college.edu,+914167001073,Computer Science,4,3,No,3,4
SID_2024031,102,68.36,Paid,8,73.99,0,Enrolled,Nilima Solanki,nilima82@college.edu,5221982767,Mechanical,3,3,No,5,1
SID_2024031,91,63.07,Paid,8,73.99,0,Enrolled,Nilima Solanki,nilima82@college.edu,5221982767,Mechanical,3,3,No,5,2
SID_2024031,92,65.23,Paid,8,73.99,0,Enrolled,Nilima Solanki,nilima82@college.edu,5221982767,Mechanical,3,3,No,5,3
SID_2024031,93,64.45,Paid,8,73.99,0,Enrolled,Nilima Solanki,nilima82@college.edu,5221982767,Mechanical,3,3,No,5,4
SID_2024032,82,82.31,Paid,8,78.18,0,Graduate,Libni Manne,libni50@college.edu,6252932921,Electronics,1,1,No,4,1
SID_2024032,91,94.18,Paid,8,78.18,0,Graduate,Libni Manne,libni50@college.edu,6252932921,Electronics,1,1,No,4,2
SID_2024032,87,90.4,Paid,8,78.18,0,Graduate,Libni Manne,libni50@college.edu,6252932921,Electronics,1,1,No,4,3
SID_2024032,85,88.48,Paid,8,78.18,0,Graduate,Libni Manne,libni50@college.edu,6252932921,Electronics,1,1,No,4,4
SID_2024033,102,93.27,Paid,10,77.98,1,Graduate,Tripti Sahota,tripti36@college.edu,4980717670,Civil,2,3,No,4,1
SID_2024033,98,91.85,Paid,10,77.98,1,Graduate,Tripti Sahota,tripti36@college.edu,4980717670,Civil,2,3,No,4,2
SID_2024033,92,94.42,Paid,10,77.98,1,Graduate,Tripti Sahota,tripti36@college.edu,4980717670,Civil,2,3,No,4,3
SID_2024033,96,96.45,Paid,10,77.98,1,Graduate,Tripti Sahota,tripti36@college.edu,4980717670,Civil,2,3,No,4,4
SID_2024034,67,79.41,Paid,6,79.22,1,Enrolled,Chandani Dani,chandani91@college.edu,+917187556378,Civil,4,1,No,3,1
SID_2024034,66,88.27,Paid,6,79.22,1,Enrolled,Chandani Dani,chandani91@college.edu,+917187556378,Civil,4,1,No,3,2
SID_2024034,70,87.57,Paid,6,79.22,1,Enrolled,Chandani Dani,chandani91@college.edu,+917187556378,Civil,4,1,No,3,3
SID_2024034,70,84.91,Paid,6,79.22,1,Enrolled,Chandani Dani,chandani91@college.edu,+917187556378,Civil,4,1,No,3,4
SID_2024035,82,77.19,Due,9,65.12,0,Enrolled,Gagan Gupta,gagan27@college.edu,03214910077,Computer Science,1,1,No,3,1
SID_2024035,75,77.44,Due,9,65.12,0,Enrolled,Gagan Gupta,gagan27@college.edu,03214910077,Computer Science,1,1,No,3,2
SID_2024035,81,85.4,Due,9,65.12,0,Enrolled,Gagan Gupta,gagan27@college.edu,03214910077,Computer Science,1,1,No,3,3
SID_2024035,85,83.22,Due,9,65.12,0,Enrolled,Gagan Gupta,gagan27@college.edu,03214910077,Computer Science,1,1,No,3,4
SID_2024036,83,59.08,Paid,3,60.74,0,Enrolled,Shaurya Mutti,shaurya33@college.edu,3908181773,Electronics,2,3,No,5,1
SID_2024036,78,57.54,Paid,3,60.74,0,Enrolled,Shaurya Mutti,shaurya33@college.edu,3908181773,Electronics,2,3,No,5,2
SID_2024036,81,60.92,Paid,3,60.74,0,Enrolled,Shaurya Mutti,shaurya33@college.edu,3908181773,Electronics,2,3,No,5,3
SID_2024036,80,62.52,Paid,3,60.74,0,Enrolled,Shaurya Mutti,shaurya33@college.edu,3908181773,Electronics,2,3,No,5,4
SID_2024037,75,84.78,Paid,5,74.45,1,Enrolled,Gunbir Narasimhan,gunbir85@college.edu,07533391357,Civil,3,4,Yes,4,1
SID_2024037,78,77.28,Paid,5,74.45,1,Enrolled,Gunbir Narasimhan,gunbir85@college.edu,07533391357,Civil,3,4,Yes,4,2
SID_2024037,83,80.83,Paid,5,74.45,1,Enrolled,Gunbir Narasimhan,gunbir85@college.edu,07533391357,Civil,3,4,Yes,4,3
SID_2024037,84,78.99,Paid,5,74.45,1,Enrolled,Gunbir Narasimhan,gunbir85@college.edu,07533391357,Civil,3,4,Yes,4,4
SID_2024038,82,57.37,Paid,7,68.84,0,Enrolled,Abhiram Kari,abhiram41@college.edu,0642296563,Mechanical,2,1,No,3,1
SID_2024038,96,65.18,Paid,7,68.84,0,Enrolled,Abhiram Kari,abhiram41@college.edu,0642296563,Mechanical,2,1,No,3,2
SID_2024038,92,65.31,Paid,7,68.84,0,Enrolled,Abhiram Kari,abhiram41@college.edu,0642296563,Mechanical,2,1,No,3,3
SID_2024038,88,64.85,Paid,7,68.84,0,Enrolled,Abhiram Kari,abhiram41@college.edu,0642296563,Mechanical,2,1,No,3,4
SID_2024039,98,73.51,Paid,8,68.45,0,Enrolled,Inaya Bhavsar,inaya98@college.edu,7083220698,Electronics,1,1,No,3,1
SID_2024039,86,66.6,Paid,8,68.45,0,Enrolled,Inaya Bhavsar,inaya98@college.edu,7083220698,Electronics,1,1,No,3,2
SID_2024039,89,67.55,Paid,8,68.45,0,Enrolled,Inaya Bhavsar,inaya98@college.edu,7083220698,Electronics,1,1,No,3,3
SID_2024039,86,69.94,Paid,8,68.45,0,Enrolled,Inaya Bhavsar,inaya98@college.edu,7083220698,Electronics,1,1,No,3,4
SID_2024040,88,59.86,Paid,8,56.02,0,Enrolled,Amruta Bhatia,amruta93@college.edu,03550195285,Electronics,4,4,No,5,1
SID_2024040,92,61.89,Paid,8,56.02,0,Enrolled,Amruta Bhatia,amruta93@college.edu,03550195285,Electronics,4,4,No,5,2
SID_2024040,83,68.8,Paid,8,56.02,0,Enrolled,Amruta Bhatia,amruta93@college.edu,03550195285,Electronics,4,4,No,5,3
SID_2024040,88,67.57,Paid,8,56.02,0,Enrolled,Amruta Bhatia,amruta93@college.edu,03550195285,Electronics,4,4,No,5,4
SID_2024041,88,91.18,Paid,8,74.49,0,Enrolled,Yachana Saini,yachana27@college.edu,+914958642697,Electronics,2,4,No,3,1
SID_2024041,78,81.58,Paid,8,74.49,0,Enrolled,Yachana Saini,yachana27@college.edu,+914958642697,Electronics,2,4,No,3,2
SID_2024041,85,83.66,Paid,8,74.49,0,Enrolled,Yachana Saini,yachana27@college.edu,+914958642697,Electronics,2,4,No,3,3
SID_2024041,88,83.17,Paid,8,74.49,0,Enrolled,Yachana Saini,yachana27@college.edu,+914958642697,Electronics,2,4,No,3,4
SID_2024042,81,78.9,Paid,3,64.89,0,Enrolled,Ucchal Oak,ucchal16@college.edu,5969086931,Civil,1,4,Yes,4,1
SID_2024042,70,76.62,Paid,3,64.89,0,Enrolled,Ucchal Oak,ucchal16@college.edu,5969086931,Civil,1,4,Yes,4,2
SID_2024042,74,83.05,Paid,3,64.89,0,Enrolled,Ucchal Oak,ucchal16@college.edu,5969086931,Civil,1,4,Yes,4,3
SID_2024042,72,80.56,Paid,3,64.89,0,Enrolled,Ucchal Oak,ucchal16@college.edu,5969086931,Civil,1,4,Yes,4,4
SID_2024043,106,90.67,Paid,5,77.08,1,Graduate,Mitesh Basu,mitesh21@college.edu,05780480935,Mechanical,3,2,No,4,1
SID_2024043,103,86.29,Paid,5,77.08,1,Graduate,Mitesh Basu,mitesh21@college.edu,05780480935,Mechanical,3,2,No,4,2
SID_2024043,92,84.34,Paid,5,77.08,1,Graduate,Mitesh Basu,mitesh21@college.edu,05780480935,Mechanical,3,2,No,4,3
SID_2024043,97,82.01,Paid,5,77.08,1,Graduate,Mitesh Basu,mitesh21@college.edu,05780480935,Mechanical,3,2,No,4,4
SID_2024044,82,77.75,Paid,4,67.2,0,Enrolled,Saumya Munshi,saumya54@college.edu,00011519462,Civil,1,3,No,4,1
SID_2024044,87,80.14,Paid,4,67.2,0,Enrolled,Saumya Munshi,saumya54@college.edu,00011519462,Civil,1,3,No,4,2
SID_2024044,87,75.08,Paid,4,67.2,0,Enrolled,Saumya Munshi,saumya54@college.edu,00011519462,Civil,1,3,No,4,3
SID_2024044,91,75.46,Paid,4,67.2,0,Enrolled,Saumya Munshi,saumya54@college.edu,00011519462,Civil,1,3,No,4,4
SID_2024045,84,68.58,Paid,3,64.44,1,Enrolled,Jacob Murty,jacob89@college.edu,05231452050,Computer Science,1,2,Yes,5,1
SID_2024045,66,57.03,Paid,3,64.44,1,Enrolled,Jacob Murty,jacob89@college.edu,05231452050,Computer Science,1,2,Yes,5,2
SID_2024045,68,65.15,Paid,3,64.44,1,Enrolled,Jacob Murty,jacob89@college.edu,05231452050,Computer Science,1,2,Yes,5,3
SID_2024045,72,62.22,Paid,3,64.44,1,Enrolled,Jacob Murty,jacob89@college.edu,05231452050,Computer Science,1,2,Yes,5,4
SID_2024046,64,67.82,Paid,8,58.68,1,Enrolled,Hredhaan Kar,hredhaan55@college.edu,01438005122,Civil,1,1,No,5,1
SID_2024046,76,63.35,Paid,8,58.68,1,Enrolled,Hredhaan Kar,hredhaan55@college.edu,01438005122,Civil,1,1,No,5,2
SID_2024046,71,68.53,Paid,8,58.68,1,Enrolled,Hredhaan Kar,hredhaan55@college.edu,01438005122,Civil,1,1,No,5,3
SID_2024046,76,67.61,Paid,8,58.68,1,Enrolled,Hredhaan Kar,hredhaan55@college.edu,01438005122,Civil,1,1,No,5,4
SID_2024047,100,102.01,Paid,7,85.61,0,Graduate,Chanchal Varkey,chanchal51@college.edu,+913810879882,Electronics,1,3,No,5,1
SID_2024047,102,102.55,Paid,7,85.61,0,Graduate,Chanchal Varkey,chanchal51@college.edu,+913810879882,Electronics,1,3,No,5,2
SID_2024047,93,97.15,Paid,7,85.61,0,Graduate,Chanchal Varkey,chanchal51@college.edu,+913810879882,Electronics,1,3,No,5,3
SID_2024047,94,97.37,Paid,7,85.61,0,Graduate,Chanchal Varkey,chanchal51@college.edu,+913810879882,Electronics,1,3,No,5,4
SID_2024048,90,71.46,Paid,5,63.48,1,Enrolled,Watika Tak,watika78@college.edu,+916224445173,Computer Science,2,3,Yes,5,1
SID_2024048,79,72.48,Paid,5,63.48,1,Enrolled,Watika Tak,watika78@college.edu,+916224445173,Computer Science,2,3,Yes,5,2
SID_2024048,84,68.47,Paid,5,63.48,1,Enrolled,Watika Tak,watika78@college.edu,+916224445173,Computer Science,2,3,Yes,5,3
SID_2024048,87,70.38,Paid,5,63.48,1,Enrolled,Watika Tak,watika78@college.edu,+916224445173,Computer Science,2,3,Yes,5,4
SID_2024049,89,80.38,Due,9,61.37,0,Enrolled,Shivansh Lall,shivansh15@college.edu,5743564355,Civil,1,4,No,5,1
